Article,neuf_price,occasion_price,description
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,279 €,N/A,"Ecran 5"" Réseau 5G Android"
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,298 €,N/A,"Ecran 5"" Réseau 5G Android Double SIM"
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,298 €,N/A,"Ecran 5"" Réseau 5G Android Double SIM"
Sonys Xperia 10iii 10 III octa - Core 6.0 pouces 6gb RAM 128gb rom LTE 5G 12mp 3 caméra,298 €,N/A,"Ecran 5"" Réseau 5G Android Double SIM"
"Sony Xperia XZ2 H8266, double carte SIM, écran 5,7"", 64 Go de mémoire interne, 4 Go de",299 €,N/A,"Ecran 5"" Android"
Sony Xperia Z5 E6683 32 GB - Double SIM - Noir,189 €,N/A,"Ecran 5"" Android Double SIM"
"Sony Xperia XZs Dual Sim G8232 (4Go de RAM, 64 Go) Smartphone Argent",199 €,N/A,"Ecran 5"" Android Double SIM"
Smartphone Sony Xperia X F5122 64 GB - Double sim - Noir,189 €,N/A,"Ecran 5"" Android Double SIM"
"Sony Xperia XZs Dual Sim G8232 (4Go de RAM, 64 Go) Smartphone Noir",199 €,N/A,"Ecran 5"" Android Double SIM"
"Sony Xperia XA1 Ultra, G3226, Dual Sim, 32GB, LTE 4G, 4GB RAM, Rose",249 €,N/A,"Ecran 5"" Réseau 4G Android Double SIM"
Sony XPERIA M4 Aqua Dual 8 Go Blanc,50 €,N/A,"Ecran 5"" Android"
Sony Xperia 5 IV 5G Dual-SIM 128 Go Vert,"699,98 €",N/A,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 12 Double SIM Couleur Vert"
Sony Xperia 1 IV XQ-CT72 5G Dual Sim 12 Go Ram 512 Go Violet,"699,88 €",N/A,"Ecran 5"" Réseau 5G Android Double SIM"
Sony Xperia 1 IV XQ-CT72 5G Dual Sim 12 Go Ram 512 Go Noir,"699,88 €",N/A,"Ecran 5"" Réseau 5G Android Double SIM"
Sony Xperia 5 IV 5G Dual-SIM 128 Go Noir,"699,98 €",N/A,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 12 Double SIM Couleur Noir"
Sony Xperia 10 IV 5G 128 Go Vert menthe,428 €,"304,88 €","Ecran 6"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 12 Snapdragon 695 5G Double SIM Couleur Vert menthe"
Sony Xperia 10 IV 5G 128 Go Lavande,383 €,N/A,"Ecran 6"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 12 Snapdragon 695 5G Double SIM Couleur Violet lavande"
Sony Xperia 10 IV 5G 128 Go Blanc,318 €,N/A,"Ecran 6"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 12 Snapdragon 695 5G Double SIM Couleur Blanc"
Sony Xperia XZ2 compact Dual-Sim 64Go vert,"399,86 €",N/A,"Ecran 5"" Android Double SIM"
Sony Ericsson G705U,44 €,N/A,Single-SIM (SIM unique)
Sony Ericsson J10i2 Noir métal,77 €,N/A,Single-SIM (SIM unique)
Sony Xperia 10 Plus - Black,298 €,N/A,"Ecran 5"" Android"
Sony Xperia 5 II Dual-SIM 128Go bleu,"469,98 €",N/A,"Ecran 5"" Android Double SIM"
Sony Xperia 1 III 5G Dual SIM 512 Go Violet,"559,98 €",N/A,"Ecran 5"" Réseau 5G Mémoire 512 Go / RAM 12 Go Android Double SIM"
Sony Xperia XZ2 Single-Sim 64Go rose,"164,99 €",N/A,"Ecran 5"" Android"
Sony XPERIA 5 II 128 Go Noir,"479,98 €",N/A,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 10 Snapdragon 865 5G Double SIM Couleur Noir"
Sony Xperia 10 Single-SIM 64Go noir,145 €,N/A,"Ecran 5"" Android"
Sony Xperia XZ2 Dual SIM 64GB 4GB RAM H8266 Black,"208,90 €",N/A,"Ecran 5"" Android Double SIM"
Sony XPERIA 10 III 128 Go Blanc,319 €,N/A,"Ecran 6"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android 11 Snapdragon 690 5G Double SIM Couleur Blanc"
Sony Xperia 10 III 5G Dual-SIM 128 Go Rose,339 €,N/A,"Ecran 5"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android Double SIM"
Sony Xperia PRO 5G Dual SIM 512 Go Noir,944 €,N/A,"Ecran 5"" Réseau 5G Mémoire 512 Go / RAM 12 Go Android Double SIM"
Sony Xperia 10 III 5G Dual-SIM 128 Go Bleu,"234,20 €",N/A,"Ecran 5"" Réseau 5G Mémoire 128 Go / RAM 6 Go Android Double SIM"
Sony XPERIA 5 II 128 Go Bleu,"243,62 €",N/A,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 10 Snapdragon 865 5G Double SIM Couleur Bleu"
Sony Xperia XZ2 Premium 6GB/64GB Single SIM Negro H8166,398 €,N/A,"Ecran 5"" Mémoire 64 Go / RAM 6 Go Android"
Smartphone sony xperia l1 g3312 16go noir,"99,99 €",N/A,"Ecran 5"" Android"
Sony XPERIA 5 II 128 Go Noir,"479,98 €",N/A,"Ecran 6.1"" Réseau 5G Mémoire 128 Go / RAM 8 Go Android 10 Snapdragon 865 5G Double SIM Couleur Noir"
Sony XPERIA 1 II 256 Go Violet,"374,92 €",N/A,"Ecran 6.5"" Réseau 5G Mémoire 256 Go / RAM 8 Go Android 10 Snapdragon 865 Single-SIM (SIM unique) Couleur Violet"
Sony XQ-AT52 Xperia 1 II 8Go Ram 256Go Rom Dual Sim 5G - Violet,"429,98 €",N/A,Réseau 5G Android Double SIM
