Article,neuf_price,occasion_price,description
Apple iPhone 11 Pro 256 Go Vert de minuit,"314,99 €",N/A,"Ecran 5.8"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Vert de minuit"
Apple iPhone 13 Pro Max Or 256 Go,"677,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Or"
Apple iPhone 14 Plus Jaune 256 Go,839 €,"668,99 €","Ecran 6.7"" Réseau 5G Mémoire 256 Go / RAM 4 Go iOS 16 A15 Bionic Double SIM Couleur Jaune"
Apple iPhone 13 Pro Max Argent 128 Go,"629,99 €",N/A,"Ecran 6.7"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Argent"
Apple iPhone 13 Pro Max Vert alpin 128 Go,"629,99 €",N/A,"Ecran 6.7"" Réseau 5G Mémoire 128 Go / RAM 6 Go iOS 15 A15 Bionic Double SIM Couleur Vert alpin"
Apple iPhone XS 256 Go Gris sidéral,"199,60 €",N/A,"Ecran 5.8"" Réseau 4G iOS 12 A12 Bionic Double SIM Couleur Gris sidéral"
Apple iPhone 14 Jaune 256 Go,898 €,"637,99 €","Ecran 6.1"" Réseau 5G Mémoire 256 Go / RAM 4 Go iOS 16 A15 Bionic Double SIM Couleur Jaune"
Apple iPhone 14 Plus Lumiere Stellaire 256 Go,807 €,"659,99 €","Ecran 6.7"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Lumiere stellaire"
Apple iPhone 12 Mini Vert 64 Go,"467,95 €","233,98 €","Ecran 5.4"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Vert"
Apple iPhone 13 Rose 512 Go,"1 071,01 €",550 €,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Rose"
Apple iPhone 14 (PRODUCT)RED 128 Go,"683,10 €",500 €,"Ecran 6.1"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone X 64 Go Gris sidéral,"169,99 €",N/A,"Ecran 5.8"" Réseau 4G iOS 11 A11 Bionic Single-SIM (SIM unique) Couleur Gris sidéral"
Apple iPhone XS Max 64 Go Or,"199,99 €",N/A,"Ecran 6.5"" Réseau 4G iOS 12 A12 Bionic Double SIM Couleur Or"
Apple iPhone 15 Pro 1 To Titane blanc,1 419 €,"1 550,98 €","Ecran 6.1"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Titane Blanc"
Apple iPhone 15 512 Go Vert,1 105 €,899 €,"Ecran 6.1"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Vert"
Apple iPhone 13 Pro Vert alpin 128 Go,"537,99 €",N/A,"Ecran 6.1"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Vert alpin"
Apple iPhone 15 Pro Max 512 Go Titane noir,"1 405,81 €",1 299 €,"Ecran 6.7"" Réseau 5G iOS 17 A17 Pro Double SIM Couleur Noir titane"
Apple iPhone SE 2020 64 Go Rouge,"236,59 €",115 €,"Ecran 4.7"" Réseau 4G iOS 14 A13 Bionic Double SIM Couleur Rouge"
Apple iPhone SE 2020 256 Go Rouge,180 €,N/A,"Ecran 4.7"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Rouge"
Apple iPhone 14 Pro Max Argent 128 Go,"1 198,98 €",770 €,"Ecran 6.7"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Argent"
Apple iPhone 14 Pro Or 256 Go,"1 049,98 €",799 €,"Ecran 6.1"" Réseau 5G iOS 16 A16 Bionic Double SIM Couleur Or"
Apple iPhone 11 Pro Max 64 Go Vert de minuit,259 €,N/A,"Ecran 6.5"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Vert de minuit"
Apple iPhone 15 Plus Bleu 128 Go 5G,"889,99 €",850 €,"Ecran 6.7"" Réseau 5G iOS 17 A16 Bionic Double SIM Couleur Bleu"
Apple iPhone 12 Violet 128 Go,"585,90 €","303,29 €","Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Violet"
Apple iPhone 14 Plus (PRODUCT)RED 128 Go,"677,70 €",611 €,"Ecran 6.7"" Réseau 5G iOS 16 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone SE 2020 128 Go Noir,"309,99 €",139 €,"Ecran 4.7"" Réseau 4G iOS 14 A13 Bionic Double SIM Couleur Noir"
Apple iPhone 11 Pro Max 256 Go Or,"359,99 €",N/A,"Ecran 6.5"" Réseau 4G iOS 13 A13 Bionic Double SIM Couleur Or"
Apple iPhone 13 Mini Bleu 128 Go,"993,99 €","370,89 €","Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Bleu"
Apple iPhone 13 Mini Rouge 256 Go,"813,60 €",422 €,"Ecran 5.4"" Réseau 5G iOS 15 A15 Bionic Double SIM Couleur Rouge"
Apple iPhone 12 Bleu 256 Go,509 €,350 €,"Ecran 6.1"" Réseau 5G iOS 14 A14 Bionic Double SIM Couleur Bleu"
